Timestamp,Page Number,CarID,UniqueURL,CarName,CarPrice,CarMileage,BuildMonth,BuildYear,Power,Usage,Transmission,Fuel
2021-06-27 17:30:56.919986,1,0,/nl/aanbod/fiat-doblo-1-3-multijet-utilitaire-diesel-wit-c65da914-335b-43e0-af69-9948a4437099,Fiat Doblo,€ 2499,220000 ,11,2008,55 ,Tweedehands,Manueel,Diesel
2021-06-27 17:30:56.928961,1,1,/nl/aanbod/hyundai-ix35-1-6i-2wd-go-1ere-pro-50-000km-carnet-2014-benzine-wit-1cdb2de9-45ad-4b8c-b827-b5fe45c0e136,Hyundai iX35,€ 11950,50000 ,10,2014,99 ,Tweedehands,Manueel,Benzine
2021-06-27 17:30:56.940928,1,2,/nl/aanbod/renault-twingo-1-2i-lev-helios-benzine-blauw-918a26cc-0f12-40f0-b944-33ab988a2f96,Renault Twingo,€ 3590,126000 ,06,2014,55 ,Tweedehands,Manueel,Benzine
2021-06-27 17:30:56.960876,1,3,/nl/aanbod/audi-a3-1-9-tdi-ambiente-diesel-wit-eaf9c1c5-5e19-165e-e053-0100007fc91e,Audi A3,€ 2400,135725 ,07,2009,77 ,Tweedehands,Manueel,Diesel
2021-06-27 17:30:56.979825,1,4,/nl/aanbod/mini-cooper-s-1-6i-benzine-brons-1f2aaf46-9331-444b-bc13-c2c80c5c6084,MINI Cooper S,€ 8500,107000 ,06,2009,128 ,Tweedehands,Manueel,Benzine
2021-06-27 17:30:56.997777,1,5,/nl/aanbod/mercedes-benz-cla-180-amg-line-navi-led-benzine-zwart-3319583a-ba64-4331-8dce-a1845cea9587,Mercedes-Benz CLA 180,€ 21400,71150 ,04,2018,90 ,Tweedehands,Manueel,Benzine
2021-06-27 17:30:57.011739,1,6,/nl/aanbod/audi-a3-1-9-tdi-diesel-wit-b5f0c1c5-8611-9e5a-e053-0100007fed2a,Audi A3,€ 2550,135725 ,05,2009,77 ,Tweedehands,Manueel,Diesel
2021-06-27 17:30:57.031334,1,7,/nl/aanbod/volkswagen-touareg-3-0-tdi-v6-bmt-tiptronic-diesel-bruin-0e55ad38-e2c1-4aea-8b98-e842fe1aa23c,Volkswagen Touareg,€ 26000,100000 ,12,2015,150 ,Tweedehands,Automatisch,Diesel
2021-06-27 17:30:57.048289,1,8,/nl/aanbod/peugeot-508-2-0-hdi-rxh-stt-etg-elektrisch-diesel-zwart-789434dd-299b-45e1-88ad-c36337ee9894,Peugeot 508,€ 6500,190000 ,06,2012,120 ,Tweedehands,Automatisch,Elektrisch/Diesel
2021-06-27 17:30:57.067237,1,9,/nl/aanbod/porsche-911-3-6i-coupe-benzine-blauw-1bdfc1c5-32bb-3054-e053-0100007fe004,Porsche 911,€ 40000,83400 ,01,2006,239 ,Tweedehands,Manueel,Benzine
2021-06-27 17:30:57.086262,1,10,/nl/aanbod/seat-leon-1-6-tdi-105-fap-cr-style-ecomotive-diesel-grijs-1604d812-a8b4-4db3-9fd2-2632abc03ebb,SEAT Leon,€ 4200,97000 ,04,2010,77 ,Tweedehands,Manueel,Diesel
2021-06-27 17:30:57.108208,1,11,/nl/aanbod/peugeot-5008-1-6-e-hdi-boite-auto-toit-pano-navi-full-diesel-blauw-9d503054-be25-4685-9baa-43e5b91cb08f,Peugeot 5008,€ 6990,132000 ,11,2012,82 ,Tweedehands,Automatisch,Diesel
2021-06-27 17:30:57.134217,1,12,/nl/aanbod/bmw-x1-1-5ia-sdrive18-facelift-2020-m-sportstuur-pdc-v-a-benzine-grijs-b0418569-ba74-421e-8e2a-c9ea2870e436,BMW X1,€ 29500,33900 ,12,2019,103 ,Tweedehands,Automatisch,Benzine
2021-06-27 17:30:57.157097,1,13,/nl/aanbod/mercedes-benz-viano-2-2-cdi-8-places-1er-proprietaire-carnet-diesel-zwart-c95c4636-33a5-4e10-8ef4-e97ad17ec917,Mercedes-Benz Viano,€ 12990,219000 ,10,2011,120 ,Tweedehands,Manueel,Diesel
2021-06-27 17:30:57.177050,1,14,/nl/aanbod/renault-clio-1-5-dci-exception-utilitaire-diesel-zwart-553853dc-9aaf-4f0f-905f-6a5c060deac3,Renault Clio,€ 2850,177472 ,11,2009,63 ,Tweedehands,Manueel,Diesel
2021-06-27 17:30:57.203951,1,15,/nl/aanbod/peugeot-107-1-0i-active-2tronic-benzine-wit-d3d381e8-4a26-40d3-89f8-83c0cf2f0144,Peugeot 107,€ 5499,16000 ,01,2015,51 ,Tweedehands,Manueel,Benzine
2021-06-27 17:30:57.223901,1,16,/nl/aanbod/mini-one-1-2-first-benzine-zwart-7a264d9e-4470-48a0-a5c5-d8050cd289f3,MINI One,€ 15500,66000 ,05,2016,55 ,Tweedehands,Manueel,Benzine
2021-06-27 17:30:57.241875,1,17,/nl/aanbod/volvo-v60-cross-country-2-0-d4-summum-diesel-bruin-06fe1947-1107-43d8-a839-28cc1754f79a,Volvo V60 Cross Country,€ 17850,74581 ,04,2016,140 ,Tweedehands,Manueel,Diesel
2021-06-27 17:30:58.171366,2,0,/nl/aanbod/audi-sq5-3-0-tdi-v6-quattro-full-option-diesel-wit-d3445333-b663-486a-889c-cdaf8277a0f9,Audi SQ5,€ 24500,149999 ,10,2013,230 ,Tweedehands,Automatisch,Diesel
2021-06-27 17:30:58.192309,2,1,/nl/aanbod/peugeot-107-1-0i-airco-benzine-grijs-1cc2c1c5-0129-df4d-e053-0100007f004f,Peugeot 107,€ 4250,17000 ,10,2010,50 ,Tweedehands,Manueel,Benzine
2021-06-27 17:30:58.210261,2,2,/nl/aanbod/mazda-cx-5-2-0i-4x2-active-1ste-eigenaar-1-jaar-garantie-benzine-zwart-27a20d78-d3aa-49bb-8d66-f167e32290f8,Mazda CX-5,€ 13500,93000 ,01,2013,121 ,Tweedehands,Manueel,Benzine
2021-06-27 17:30:58.228245,2,3,/nl/aanbod/opel-astra-1-4i-cosmo-easytronic-benzine-grijs-95adc1c5-7f3a-d143-e053-0100007f6112,Opel Astra,€ 3500,70000 ,03,2009,66 ,Tweedehands,Automatisch,Benzine
2021-06-27 17:30:58.250154,2,4,/nl/aanbod/audi-a4-2-0-tdi-16v-multitronic-diesel-grijs-04b6c1c5-0b06-b746-e053-0100007faaa7,Audi A4,€ 3500,201000 ,11,2007,100 ,Tweedehands,Automatisch,Diesel
2021-06-27 17:30:58.271099,2,5,/nl/aanbod/bmw-116-1-hatch-diesel-2015-efficientdynamics-edition-diesel-blauw-59a9c1c5-8472-cd43-e053-0100007fd964,BMW 116,€ 14000,65000 ,05,2015,85 ,Tweedehands,Manueel,Diesel
2021-06-27 17:30:58.290067,2,6,/nl/aanbod/ford-mondeo-2-0-tdci-titanium-style-navigatie-leder-ohb-diesel-brons-98fdc1af-d25c-42f9-877d-65bf4cac476e,Ford Mondeo,€ 8900,108403 ,08,2013,100 ,Tweedehands,Manueel,Diesel
2021-06-27 17:30:58.308996,2,7,/nl/aanbod/kia-rio-1-2i-fusion-garanti-1-anne-benzine-rood-23d49bfb-e79b-475e-b32d-9a0074cf57c2,Kia Rio,€ 4950,103000 ,11,2014,63 ,Tweedehands,Manueel,Benzine
2021-06-27 17:30:58.327946,2,8,/nl/aanbod/mercedes-benz-gle-350-d-4-matic-garantie-12-mois-coupe-ja-amg-diesel-zwart-603c6a9b-4367-400c-b604-b2515dff5c42,Mercedes-Benz GLE 350,€ 38990,167000 ,05,2017,190 ,Demo,Automatisch,Diesel
2021-06-27 17:30:58.345219,2,9,/nl/aanbod/volkswagen-karmann-ghia-benzine-wit-6b934077-311b-4d81-a3eb-2b27761f5418,Volkswagen Karmann Ghia,€ 35000,84000 ,06,1969,50 ,Tweedehands,-/- (Transmissie),Benzine
2021-06-27 17:30:58.358074,2,10,/nl/aanbod/bmw-316-3-diesel-2012-diesel-zwart-a27aca3e-b3c7-4b70-91da-210723414590,BMW 316,€ 11000,177000 ,06,2013,85 ,Tweedehands,Automatisch,Diesel
2021-06-27 17:30:58.373034,2,11,/nl/aanbod/seat-leon-1-2-tsi-110-pk-5deurs-06-2016-99dkm-12mgar-gold-benzine-grijs-9d9872cf-fcf6-4da6-9002-54bcdd32f748,SEAT Leon,€ 9450,99000 ,06,2016,85 ,Tweedehands,Manueel,Benzine
2021-06-27 17:30:58.386995,2,12,/nl/aanbod/nissan-qashqai-2-1-6-dci-2wd-euro5b-camera360-navi-cuir-pano-7pl-diesel-wit-5c739925-ea7c-44c0-b10f-3b32a2dd885a,Nissan Qashqai+2,€ 9999,142000 ,01,2014,96 ,Tweedehands,Manueel,Diesel
2021-06-27 17:30:58.405945,2,13,/nl/aanbod/bmw-x1-1-5ia-sdrive18-facelift-2020-m-sportstuur-pdc-v-a-benzine-zwart-7df83cdc-e1cc-4371-9b9d-709cf814e148,BMW X1,€ 29200,38700 ,12,2019,103 ,Tweedehands,Automatisch,Benzine
2021-06-27 17:30:58.422902,2,14,/nl/aanbod/renault-clio-1-2i-16v-authentique-benzine-grijs-c50bb3eb-e81b-4053-9252-ac0a61df3134,Renault Clio,€ 2400,142000 ,09,2008,55 ,Tweedehands,Manueel,Benzine
2021-06-27 17:30:58.442867,2,15,/nl/aanbod/bmw-118-i-goed-als-nieuw-benzine-zwart-a783c1c5-a06e-0836-e053-0100007ff377,BMW 118,€ 15900,21500 ,08,2018,100 ,Tweedehands,Manueel,Benzine
2021-06-27 17:30:58.456809,2,16,/nl/aanbod/mercedes-benz-e-220-d-diesel-grijs-a783c1c5-9f6e-0836-e053-0100007ff377,Mercedes-Benz E 220,€ 24000,97000 ,08,2015,120 ,Tweedehands,Automatisch,Diesel
2021-06-27 17:30:58.470772,2,17,/nl/aanbod/citroen-c2-1-1i-furio-benzine-zwart-c78ac1c5-7daa-4238-e053-0100007faac7,Citroen C2,€ 1700,136000 ,08,2005,44 ,Tweedehands,Manueel,Benzine
2021-06-27 17:30:58.492719,2,18,/nl/aanbod/bmw-318-da-garantie-12-mois-1er-prop-carnet-diesel-wit-3b9d301c-a90d-4a29-8b3b-39d3aa77d92a,BMW 318,€ 12990,169000 ,11,2014,105 ,Demo,Automatisch,Diesel
2021-06-27 17:30:58.506679,2,19,/nl/aanbod/hyundai-i10-1-1i-comfort-benzine-wit-57c5d342-77dc-43d1-89b3-13490bb9900a,Hyundai i10,€ 2600,110000 ,04,2010,49 ,Tweedehands,Manueel,Benzine
2021-06-27 17:30:59.274621,3,0,/nl/aanbod/hyundai-i10-1-1i-comfort-benzine-wit-57c5d342-77dc-43d1-89b3-13490bb9900a,Hyundai i10,€ 2600,110000 ,04,2010,49 ,Tweedehands,Manueel,Benzine
2021-06-27 17:30:59.297591,3,1,/nl/aanbod/volkswagen-polo-1-2-cr-tdi-black-edition-dpf-diesel-zwart-a7e8e639-7eb8-44ee-8f0f-a7b90bea6eb3,Volkswagen Polo,€ 4850,145000 ,10,2012,55 ,Tweedehands,Manueel,Diesel
2021-06-27 17:30:59.317507,3,2,/nl/aanbod/volkswagen-golf-1-6-cr-tdi-navi-clim-auto-garantie-12-mois-diesel-grijs-167a582a-51e5-455c-ba2c-ee5040d7f0a9,Volkswagen Golf,€ 10999,118260 ,09,2015,81 ,Tweedehands,Manueel,Diesel
2021-06-27 17:30:59.329475,3,3,/nl/aanbod/bmw-320-baur-alpina-moteur-323-double-carbu-benzine-grijs-3f76c1c5-6401-e42f-e053-0100007fc0c1,BMW 320,€ 23000,121703 ,01,1980,140 ,Tweedehands,Manueel,Benzine
2021-06-27 17:30:59.340445,3,4,/nl/aanbod/mercedes-benz-a-200-amg-line-night-pack-dynamic-select-carplay-benzine-zwart-d7aa0991-4d9e-4fc9-bd88-cf912f954e78,Mercedes-Benz A 200,€ 33850,20364 ,01,2019,120 ,Tweedehands,Automatisch,Benzine
2021-06-27 17:30:59.352425,3,5,/nl/aanbod/mercedes-benz-citan-diesel-wit-e46ec1c5-09af-c72a-e053-0100007f47e9,Mercedes-Benz Citan,€ 8500,117000 ,09,2013,66 ,Tweedehands,Manueel,Diesel
2021-06-27 17:30:59.368371,3,6,/nl/aanbod/bmw-520-diesel-prete-a-immatriculer-feuille-rose-diesel-zwart-a37b3828-da91-4459-82a4-a83d17968d80,BMW 520,€ 7950,271000 ,07,2011,120 ,Tweedehands,Manueel,Diesel
2021-06-27 17:30:59.384328,3,7,/nl/aanbod/audi-a3-1-9-tdi-1er-proprietaire-carnet-complet-diesel-zwart-11d8ec68-d9b3-4553-b6eb-1db1f89d6fc7,Audi A3,€ 4490,269000 ,11,2008,77 ,Tweedehands,Manueel,Diesel
2021-06-27 17:30:59.405275,3,8,/nl/aanbod/peugeot-206-1-6i-16v-xt-benzine-blauw-895bc1c5-adcb-8b23-e053-0100007f744b,Peugeot 206,€ 1600,175000 ,04,2002,80 ,Tweedehands,Automatisch,Benzine
2021-06-27 17:30:59.421232,3,9,/nl/aanbod/bmw-318-01-2013-diesel-zilver-215d3e5d-07a8-4885-9550-7ac69534439c,BMW 318,€ 9500,121000 ,04,2013,100 ,Tweedehands,Manueel,Diesel
2021-06-27 17:30:59.435229,3,10,/nl/aanbod/fiat-500-1-2i-lounge-aut-airco-pano-dak-15000km-benzine-blauw-f5f15dff-4596-4e2f-9cd4-aeb91fd8a65c,Fiat 500,€ 9500,15050 ,09,2018,51 ,Tweedehands,Manueel,Benzine
2021-06-27 17:30:59.446165,3,11,/nl/aanbod/peugeot-2008-1-2i-puretech-style-benzine-zwart-6d53c1c5-622a-6c20-e053-0100007f80f1,Peugeot 2008,€ 10200,80000 ,02,2018,60 ,Tweedehands,Manueel,Benzine
2021-06-27 17:30:59.457135,3,12,/nl/aanbod/bmw-x1-1-5ia-sdrive18-facelift-2020-m-sportstuur-pdc-v-a-benzine-zwart-eae414d5-6d97-421e-bdd7-e0734eb92099,BMW X1,€ 29500,35000 ,12,2019,103 ,Tweedehands,Automatisch,Benzine
2021-06-27 17:30:59.467106,3,13,/nl/aanbod/volkswagen-passat-variant-1-6-cr-tdi-bluemotion-diesel-grijs-5293dd31-c255-42b4-bafd-5616daccede3,Volkswagen Passat Variant,€ 5950,199000 ,06,2012,77 ,Tweedehands,Manueel,Diesel
2021-06-27 17:30:59.480073,3,14,/nl/aanbod/nissan-x-trail-tekna-dci-150-6mt-diesel-zilver-93d30ee9-5532-49c5-a09c-4cae65ec206c,Nissan X-Trail,€ 25999,17690 ,07,2019,110 ,Tweedehands,Manueel,Diesel
2021-06-27 17:30:59.490045,3,15,/nl/aanbod/volkswagen-jetta-jetta-a-vendre-ou-a-echanger-diesel-zilver-d7af2f74-9bfd-48fa-81a7-b7d26655cbbc,Volkswagen Jetta,€ 2800,250230 ,11,1990,59 ,Tweedehands,-/- (Transmissie),Diesel
2021-06-27 17:30:59.507002,3,16,/nl/aanbod/volkswagen-golf-1-6-cr-tdi-1er-prop-gps-5-portes-diesel-grijs-f13b88c2-2d61-401e-a94d-43d454eb53eb,Volkswagen Golf,€ 5990,223000 ,09,2011,77 ,Tweedehands,Manueel,Diesel
2021-06-27 17:30:59.523960,3,17,/nl/aanbod/mercedes-benz-gle-250-d-4-matic-luchtvering-amg-line-night-pack-diesel-wit-8a8d3cf9-709c-4e6e-b8b9-128520c4554b,Mercedes-Benz GLE 250,€ 37800,84462 ,06,2016,150 ,Tweedehands,Automatisch,Diesel
2021-06-27 17:30:59.542905,3,18,/nl/aanbod/volkswagen-fox-1-4-75-benzine-blauw-f10e4805-4fa5-46cd-9a25-20c620f83f34,Volkswagen Fox,€ 2200,250000 ,06,2008,55 ,Tweedehands,Manueel,Benzine
2021-06-27 17:30:59.558862,3,19,/nl/aanbod/mercedes-benz-b-180-d-diesel-grijs-3c9037f9-ccbb-4971-9463-fe8297b05901,Mercedes-Benz B 180,€ 15500,48500 ,03,2018,80 ,Tweedehands,Manueel,Diesel
2021-06-27 17:31:00.290069,4,0,/nl/aanbod/mini-one-d-1-6-garantie-12-mois-diesel-grijs-1d3e61a7-a56f-4a75-8486-47b2304feeda,MINI One D,€ 6990,80000 ,02,2010,66 ,Tweedehands,Manueel,Diesel
2021-06-27 17:31:00.307932,4,1,/nl/aanbod/mercedes-benz-a-200-cdi-diesel-rood-fdc26323-64d6-4969-9aaa-58f3f0b37c15,Mercedes-Benz A 200,€ 14300,95000 ,06,2013,100 ,Tweedehands,Automatisch,Diesel
2021-06-27 17:31:00.327876,4,2,/nl/aanbod/peugeot-5008-diesel-1-6-hdi-allure-fap-diesel-zwart-f5a7c91a-b1cf-482f-8fe5-2247703d6073,Peugeot 5008,€ 3500,253400 ,07,2012,84 ,Tweedehands,Manueel,Diesel
2021-06-27 17:31:00.347823,4,3,/nl/aanbod/volkswagen-golf-2-0-16s-fsi-sport-benzine-grijs-7c636da8-7eca-451e-88a0-6387434dc4ad,Volkswagen Golf,€ 3600,250000 ,07,2004,110 ,Tweedehands,Manueel,Benzine
2021-06-27 17:31:00.367786,4,4,/nl/aanbod/dacia-dokker-1-2-tce-urban-explorer-benzine-zwart-e3bae83d-0859-4e54-a340-e2816b5154bd,Dacia Dokker,€ 12000,45200 ,06,2018,85 ,Tweedehands,Manueel,Benzine
2021-06-27 17:31:00.390896,4,5,/nl/aanbod/porsche-cayenne-4-8i-v8-tiptronic-s-hamann-benzine-bruin-c04104c0-2998-4b3c-988f-a85b4a88d475,Porsche Cayenne,€ 28900,113000 ,11,2013,309 ,Tweedehands,Automatisch,Benzine
2021-06-27 17:31:00.411840,4,6,/nl/aanbod/renault-megane-1-5-dci-dynamique-diesel-beige-d91ccf4b-d659-4c78-9695-7d83ef81cefc,Renault Megane,€ 1400,300000 ,04,2008,78 ,Tweedehands,Manueel,Diesel
2021-06-27 17:31:00.431786,4,7,/nl/aanbod/bmw-340-3-touring-2019-opf-ac-schnitzer-benzine-zwart-7f29c1c5-cffc-ee12-e053-0100007ff5b5,BMW 340,€ 69999,36500 ,12,2019,275 ,Tweedehands,Automatisch,Benzine
2021-06-27 17:31:00.450736,4,8,/nl/aanbod/bmw-318-da-gar-12-mois-luxury-volant-pack-m-diesel-wit-9f219b9b-086f-45c4-b9f9-af67f6000ed7,BMW 318,€ 15490,209000 ,04,2016,100 ,Demo,Automatisch,Diesel
2021-06-27 17:31:00.469750,4,9,/nl/aanbod/volkswagen-golf-1-6-cr-tdi-trendline-diesel-zwart-a3bdfa7f-b2ef-48b2-956f-102bfea63047,Volkswagen Golf,€ 10000,140000 ,01,2014,66 ,Tweedehands,Manueel,Diesel
2021-06-27 17:31:00.491665,4,10,/nl/aanbod/volkswagen-polo-1-6-cr-tdi-trendline-bmt-dpf-diesel-zwart-81bc9cd1-2f3b-419b-a2d1-c445dd707c34,Volkswagen Polo,€ 6000,85000 ,01,2010,66 ,Tweedehands,Manueel,Diesel
2021-06-27 17:31:00.512630,4,11,/nl/aanbod/peugeot-partner-1-6-bluehdi-75-l1-fap-premium-diesel-wit-b945068e-12f5-4395-b2e2-2bb8f8f668f4,Peugeot Partner,€ 7400,155000 ,07,2018,55 ,Tweedehands,Manueel,Diesel
2021-06-27 17:31:00.532555,4,12,/nl/aanbod/seat-tarraco-2-0tsi-dsg-4drive-navi-led-pano-dak-7-pl-diesel-grijs-dff387dc-d332-4777-b72b-206e202acccc,SEAT Tarraco,€ 34990,11000 ,06,2019,140 ,Tweedehands,Automatisch,Diesel
2021-06-27 17:31:00.550507,4,13,/nl/aanbod/citroen-c3-picasso-1-6-hdi-exclusive-diesel-grijs-b108c1c5-9253-bc08-e053-0100007f1a71,Citroen C3 Picasso,€ 9400,94000 ,05,2015,84 ,Tweedehands,Manueel,Diesel
2021-06-27 17:31:00.572450,4,14,/nl/aanbod/mitsubishi-colt-1-3i-16v-invite-benzine-zilver-b108c1c5-9153-bc08-e053-0100007f1a71,Mitsubishi Colt,€ 2450,131000 ,06,2006,70 ,Tweedehands,Manueel,Benzine
2021-06-27 17:31:00.595387,4,15,/nl/aanbod/nissan-micra-1-2i-visia-benzine-grijs-100dc1c5-d5fc-ac08-e053-0100007f9c7b,Nissan Micra,€ 2250,159000 ,10,2009,48 ,Tweedehands,Manueel,Benzine
2021-06-27 17:31:00.614336,4,16,/nl/aanbod/land-rover-range-rover-sport-3-0-tdv6-hse-diesel-brons-bd91d6dd-a28a-4578-aa04-bc7a83e6ef04,Land Rover Range Rover Sport,€ 38000,127000 ,02,2017,190 ,Tweedehands,Automatisch,Diesel
2021-06-27 17:31:00.635280,4,17,/nl/aanbod/volkswagen-golf-variant-2-0-cr-tdi-highline-dpf-dsg-diesel-zilver-8db1ea18-76a2-4bab-bcd5-1310ac2d7d54,Volkswagen Golf Variant,€ 5750,197000 ,02,2010,103 ,Tweedehands,Automatisch,Diesel
2021-06-27 17:31:00.658220,4,18,/nl/aanbod/citroen-c3-1-6-e-hdi-exclusive-gar-12-mois-1er-prop-diesel-wit-c4a3f805-5e3c-423f-9355-d3f011355813,Citroen C3,€ 7490,90000 ,11,2014,68 ,Demo,Manueel,Diesel
2021-06-27 17:31:00.679163,4,19,/nl/aanbod/mercedes-benz-c-250-benzine-wit-244e3159-16b0-4831-b87b-75f98cbbe755,Mercedes-Benz C 250,€ 25900,96000 ,01,2017,155 ,Tweedehands,Automatisch,Benzine
2021-06-27 17:31:01.499536,5,0,/nl/aanbod/bmw-420-luxury-line-diesel-wit-b071c10a-908d-4f08-98f8-89fb8a31d3a4,BMW 420,€ 23500,70000 ,04,2016,140 ,Tweedehands,Automatisch,Diesel
2021-06-27 17:31:01.518486,5,1,/nl/aanbod/mini-one-1-5-benzine-groen-f19360bd-97d0-4d55-8fe9-8c9c680e41da,MINI One,€ 14900,45000 ,01,2018,75 ,Tweedehands,Manueel,Benzine
2021-06-27 17:31:01.539442,5,2,/nl/aanbod/ford-mustang-convertible-64-1-2-code-d-benzine-rood-c088932d-10e9-4112-a18c-e0e1e69a7c20,Ford Mustang,€ 50000,9700 ,09,1964,154 ,Tweedehands,-/- (Transmissie),Benzine
2021-06-27 17:31:01.561372,5,3,/nl/aanbod/bmw-218-2-coupe-diesel-diesel-zwart-b090fb05-0e3f-4640-aa7b-7326e27f1674,BMW 218,€ 18000,65000 ,07,2015,100 ,Tweedehands,Manueel,Diesel
2021-06-27 17:31:01.581318,5,4,/nl/aanbod/ford-galaxy-1-6-tdci-econetic-trend-start-stop-dpf-diesel-zwart-5b6a1de7-3ba8-4ced-b25b-f0cebd357d4f,Ford Galaxy,€ 10500,154000 ,06,2012,85 ,Tweedehands,Manueel,Diesel
2021-06-27 17:31:01.602262,5,5,/nl/aanbod/saab-9-3-1-9-tid-linear-diesel-zilver-87dac0c5-0281-b075-e053-0100007fe495,Saab 9-3,€ 6900,268523 ,02,2010,110 ,Tweedehands,Manueel,Diesel
2021-06-27 17:31:01.623207,5,6,/nl/aanbod/ford-c-max-1-8-turbo-tdci-ambiente-diesel-grijs-35e5c0c5-9dc9-b079-e053-0100007ff5c8,Ford C-Max,€ 2000,215693 ,11,2007,85 ,Tweedehands,Manueel,Diesel
2021-06-27 17:31:01.646145,5,7,/nl/aanbod/volkswagen-polo-1-2i-trendline-navi-clima-garantie-12-mois-benzine-zwart-f163b759-447c-4b47-bd3c-bfd0c15332de,Volkswagen Polo,€ 7499,72000 ,06,2012,51 ,Tweedehands,Manueel,Benzine
2021-06-27 17:31:01.665094,5,8,/nl/aanbod/volkswagen-crafter-l2h2-diesel-wit-0bdcc0c5-948a-9176-e053-0100007f95f3,Volkswagen Crafter,€ 6000,201000 ,06,2010,100 ,Tweedehands,Manueel,Diesel
2021-06-27 17:31:01.685041,5,9,/nl/aanbod/volkswagen-polo-1-6-cr-tdi-diesel-blauw-de6fd079-4c14-4b47-bb78-f55a471e94d0,Volkswagen Polo,€ 5200,80200 ,07,2010,66 ,Tweedehands,Manueel,Diesel
2021-06-27 17:31:01.705028,5,10,/nl/aanbod/porsche-panamera-4-8turbo-500cv-freins-ceramique-pccb-full-options-benzine-zwart-d7c865e9-b34e-4109-a6d4-468457191222,Porsche Panamera,€ 38990,136181 ,03,2011,368 ,Tweedehands,Automatisch,Benzine
2021-06-27 17:31:01.724935,5,11,/nl/aanbod/mercedes-benz-slk-200-kompressor-benzine-zwart-87dac0c5-0181-b075-e053-0100007fe495,Mercedes-Benz SLK 200,€ 14500,77000 ,02,2007,120 ,Tweedehands,Automatisch,Benzine
2021-06-27 17:31:01.745878,5,12,/nl/aanbod/fiat-500-1-2i-lounge-garantie-12-mois-benzine-rood-9a4368c0-5346-47b6-a70e-9b2eee5cb9d7,Fiat 500,€ 9900,26000 ,08,2017,51 ,Tweedehands,Manueel,Benzine
2021-06-27 17:31:01.765825,5,13,/nl/aanbod/mercedes-benz-e-200-bluetec-diesel-zilver-a7d0c0c5-1a7f-726d-e053-0100007fe189,Mercedes-Benz E 200,€ 16000,123000 ,12,2014,100 ,Tweedehands,Manueel,Diesel
2021-06-27 17:31:01.785784,5,14,/nl/aanbod/land-rover-discovery-sport-2-0-td4-black-edition-panoramic-camera-gps-xenon-diesel-bruin-4fc6c0c5-eb84-486c-e053-0100007fbd45,Land Rover Discovery Sport,€ 23500,90000 ,02,2017,132 ,Tweedehands,Automatisch,Diesel
2021-06-27 17:31:01.807750,5,15,/nl/aanbod/opel-crossland-x-1-6-turbo-d-120-ch-innovation-diesel-grijs-e352c0dc-6b8b-4ef3-b21f-12226ffac52d,Opel Crossland X,€ 12850,56000 ,11,2018,88 ,Tweedehands,Manueel,Diesel
2021-06-27 17:31:01.828657,5,16,/nl/aanbod/hyundai-i30-1-6-crdi-lounge-diesel-wit-e6b6c0c5-4782-1067-e053-0100007fbd34,Hyundai i30,€ 3000,238450 ,09,2008,85 ,Tweedehands,Manueel,Diesel
2021-06-27 17:31:01.849601,5,17,/nl/aanbod/nissan-x-trail-tekna-automaat-benzine-benzine-wit-7d4307b3-f187-47d3-86fd-16ee9616f98e,Nissan X-Trail,€ 25999,23188 ,11,2019,118 ,Tweedehands,Automatisch,Benzine
2021-06-27 17:31:01.875532,5,18,/nl/aanbod/seat-ibiza-1-2i-12v-reference-benzine-grijs-ebc68a76-82a1-4ba0-95a3-033cd700e621,SEAT Ibiza,€ 2200,179950 ,09,2007,51 ,Tweedehands,Manueel,Benzine
2021-06-27 17:31:01.895478,5,19,/nl/aanbod/bmw-216-da-gt-steptronic-91-898-km-7-places-2017-diesel-grijs-1c0757eb-0430-4565-b369-5af32766d5b1,BMW 216,€ 14950,91898 ,03,2017,85 ,Tweedehands,Automatisch,Diesel
2021-06-27 17:31:02.568753,6,0,/nl/aanbod/nissan-micra-1-2i-visia-benzine-wit-f722987a-2bff-4a32-929a-ce8d54787e33,Nissan Micra,€ 2950,129000 ,06,2009,48 ,Tweedehands,Manueel,Benzine
2021-06-27 17:31:02.589698,6,1,/nl/aanbod/renault-trafic-2-0-dci-l1h1-euro5-diesel-wit-f93ed8a7-2155-4774-a4e2-50de0d8493ac,Renault Trafic,€ 6950,151000 ,03,2014,84 ,Tweedehands,Manueel,Diesel
2021-06-27 17:31:02.607649,6,2,/nl/aanbod/nissan-x-trail-tekna-met-bruin-premium-leder-automaat-diesel-zwart-68a268b7-6093-4040-9dc9-18a63c3859af,Nissan X-Trail,€ 24999,47880 ,07,2019,110 ,Tweedehands,Automatisch,Diesel
2021-06-27 17:31:02.630617,6,3,/nl/aanbod/citroen-c1-1-0i-tentation-benzine-rood-44071741-3aae-41d6-981b-cb77e968e62c,Citroen C1,€ 2500,125000 ,03,2009,50 ,Tweedehands,Manueel,Benzine
2021-06-27 17:31:02.649563,6,4,/nl/aanbod/mercedes-benz-a-200-cdi-diesel-grijs-a88ac0c5-5cb0-1559-e053-0100007fd4b8,Mercedes-Benz A 200,€ 9600,248566 ,04,2014,100 ,Tweedehands,Manueel,Diesel
